Date,Close
2024-08-05,207.47279357910156
2024-08-06,205.45030212402344
2024-08-07,208.01805114746094
2024-08-08,211.4780731201172
2024-08-09,214.3828887939453
2024-08-12,215.9114532470703
2024-08-13,219.62364196777344
2024-08-14,220.07028198242188
2024-08-15,223.0479736328125
2024-08-16,224.36807250976562
2024-08-19,224.20925903320312
2024-08-20,224.8246307373047
2024-08-21,224.7154541015625
2024-08-22,222.85939025878906
2024-08-23,225.15220642089844
2024-08-26,225.48965454101562
2024-08-27,226.3333282470703
2024-08-28,224.80482482910156
2024-08-29,228.08023071289062
2024-08-30,227.29612731933594
2024-09-03,221.11248779296875
2024-09-04,219.20677185058594
2024-09-05,220.72537231445312
2024-09-06,219.177001953125
2024-09-09,219.2663116455078
2024-09-10,218.47227478027344
2024-09-11,221.0032958984375
2024-09-12,221.11248779296875
2024-09-13,220.84449768066406
2024-09-16,214.71047973632812
2024-09-17,215.1769561767578
2024-09-18,219.04795837402344
2024-09-19,227.16708374023438
2024-09-20,226.5020751953125
2024-09-23,224.78494262695312
2024-09-24,225.67823791503906
2024-09-25,224.6856689453125
2024-09-26,225.8271484375
2024-09-27,226.09512329101562
2024-09-30,231.26634216308594
2024-10-01,224.52688598632812
2024-10-02,225.09263610839844
2024-10-03,223.9908905029297
2024-10-04,225.1125030517578
2024-10-07,220.04051208496094
2024-10-08,224.0901641845703
2024-10-09,227.8321075439453
2024-10-10,227.3358154296875
2024-10-11,225.85691833496094
2024-10-14,229.57901000976562
2024-10-15,232.11004638671875
2024-10-16,230.05543518066406
2024-10-17,230.42266845703125
2024-10-18,233.25148010253906
2024-10-21,234.720458984375
2024-10-22,234.10508728027344
2024-10-23,229.0430145263672
2024-10-24,228.8544464111328
2024-10-25,229.6881866455078
2024-10-28,231.6633758544922
2024-10-29,231.93138122558594
2024-10-30,228.38795471191406
2024-10-31,224.22911071777344
2024-11-01,221.25144958496094
2024-11-04,220.35812377929688
2024-11-05,221.7874298095703
2024-11-06,221.0628662109375
2024-11-07,225.78741455078125
2024-11-08,225.5191650390625
2024-11-11,222.8064727783203
2024-11-12,222.8064727783203
2024-11-13,223.69082641601562
2024-11-14,226.77114868164062
2024-11-15,223.5715789794922
2024-11-18,226.57241821289062
2024-11-19,226.8307647705078
2024-11-20,227.54620361328125
2024-11-21,227.06922912597656
2024-11-22,228.41065979003906
2024-11-25,231.3916015625
2024-11-26,233.56771850585938
2024-11-27,233.43853759765625
2024-11-29,235.8233184814453
2024-12-02,238.0689697265625
2024-12-03,241.10952758789062
2024-12-04,241.46726989746094
2024-12-05,241.4970703125
2024-12-06,241.29832458496094
2024-12-09,245.18350219726562
2024-12-10,246.19703674316406
2024-12-11,244.9251708984375
2024-12-12,246.38584899902344
2024-12-13,246.55474853515625
2024-12-16,249.44625854492188
2024-12-17,251.87078857421875
2024-12-18,246.4752655029297
2024-12-19,248.20420837402344
2024-12-20,252.87437438964844
2024-12-23,253.6494140625
2024-12-24,256.5608215332031
2024-12-26,257.3755798339844
2024-12-27,253.96739196777344
2024-12-30,250.59890747070312
2024-12-31,248.8302001953125
2025-01-02,242.30194091796875
2025-01-03,241.81503295898438
2025-01-06,243.4446258544922
2025-01-07,240.67233276367188
2025-01-08,241.15921020507812
2025-01-10,235.3463592529297
2025-01-13,232.9119110107422
2025-01-14,231.79904174804688
2025-01-15,236.35987854003906
2025-01-16,226.81088256835938
2025-01-17,228.5199737548828
2025-01-21,221.2265625
2025-01-22,222.40904235839844
2025-01-23,222.24009704589844
2025-01-24,221.3656768798828
2025-01-27,228.40072631835938
2025-01-28,236.74740600585938
2025-01-29,237.8404083251953
2025-01-30,236.0816650390625
2025-01-31,234.5017547607422
2025-02-03,226.56248474121094
2025-02-04,231.3220672607422
2025-02-05,230.9941864013672
2025-02-06,231.73939514160156
2025-02-07,226.1848907470703
2025-02-10,226.45346069335938
2025-02-11,231.39735412597656
2025-02-12,235.62501525878906
2025-02-13,240.26051330566406
2025-02-14,243.3143768310547
2025-02-18,243.18507385253906
2025-02-19,243.58294677734375
2025-02-20,244.53790283203125
2025-02-21,244.25938415527344
2025-02-24,245.80123901367188
2025-02-25,245.74156188964844
2025-02-26,239.09666442871094
2025-02-27,236.05276489257812
2025-02-28,240.5688934326172
2025-03-03,236.77890014648438
2025-03-04,234.68994140625
2025-03-05,234.50096130371094
2025-03-06,234.09312438964844
2025-03-07,237.81346130371094
2025-03-10,226.2843475341797
2025-03-11,219.6792755126953
2025-03-12,215.83956909179688
2025-03-13,208.5779266357422
2025-03-14,212.36788940429688
2025-03-17,212.87522888183594
2025-03-18,211.57211303710938
2025-03-19,214.1087188720703
2025-03-20,212.97470092773438
2025-03-21,217.12277221679688
2025-03-24,219.56983947753906
2025-03-25,222.573974609375
2025-03-26,220.36563110351562
2025-03-27,222.67343139648438
2025-03-28,216.75473022460938
2025-03-31,220.9624786376953
2025-04-01,222.0169219970703
2025-04-02,222.71324157714844
2025-04-03,202.12203979492188
2025-04-04,187.38987731933594
2025-04-07,180.50625610351562
2025-04-08,171.51376342773438
2025-04-09,197.80487060546875
2025-04-10,189.41915893554688
2025-04-11,197.1085205078125
2025-04-14,201.45555114746094
2025-04-15,201.07754516601562
2025-04-16,193.24893188476562
2025-04-17,195.94467163085938
2025-04-21,192.14476013183594
2025-04-22,198.69017028808594
2025-04-23,203.52464294433594
2025-04-24,207.27481079101562
2025-04-25,208.1800079345703
2025-04-28,209.03549194335938
2025-04-29,210.09988403320312
2025-04-30,211.3831024169922
2025-05-01,212.1988067626953
2025-05-02,204.27069091796875
2025-05-05,197.84463500976562
2025-05-06,197.4666290283203
2025-05-07,195.218505859375
2025-05-08,196.45199584960938
2025-05-09,197.4865264892578
2025-05-12,209.95704650878906
2025-05-13,212.08859252929688
2025-05-14,211.490966796875
2025-05-15,210.61444091796875
2025-05-16,210.42520141601562
2025-05-19,207.95501708984375
2025-05-20,206.04257202148438
2025-05-21,201.2914276123047
2025-05-22,200.56431579589844
2025-05-23,194.49838256835938
2025-05-27,199.41885375976562
2025-05-28,199.62803649902344
2025-05-29,199.15988159179688
2025-05-30,200.05633544921875
2025-06-02,200.90298461914062
2025-06-03,202.46676635742188
2025-06-04,202.01856994628906
2025-06-05,199.8372039794922
2025-06-06,203.11419677734375
2025-06-09,200.65394592285156
2025-06-10,201.869140625
2025-06-11,197.9945068359375
2025-06-12,198.412841796875
2025-06-13,195.6737060546875
2025-06-16,197.63592529296875
2025-06-17,194.86691284179688
2025-06-18,195.80320739746094
2025-06-20,200.20574951171875
2025-06-23,200.70376586914062
2025-06-24,199.50851440429688
2025-06-25,200.76351928710938
2025-06-26,200.20574951171875
2025-06-27,200.28543090820312
2025-06-30,204.35926818847656
2025-07-01,206.998779296875
2025-07-02,211.6005401611328
